,Name,Online_Order,Book_Table,Rating,Votes,Location,Rest_Type,Dish_Liked,Cuisines,Approx_Cost,Type
35149,Goli Vada Pav No. 1,Yes,No,3.8,69,HSR,Quick Bites,NA,Street Food,200,Delivery
35150,South Tiffins,Yes,No,3.5,144,HSR,Quick Bites,"Masala Dosa, Vada, Tea, Coffee, Idli",South Indian,150,Delivery
35155,The Belgian Waffle Co.,Yes,No,4.2,180,Koramangala 5th Block,Dessert Parlor,"Belgian Waffles, Chocolate Overload, Triple Chocolate","Desserts, Beverages",350,NA
35160,Smoor,Yes,No,4.2,603,Koramangala 7th Block,Dessert Parlor,"Sandwich, Cheesecake, Cup Cake, Hot Chocolate, Coffee, Macaroon, Mousse","Desserts, Beverages",900,Delivery
35168,Biggies Burger 'n' More,Yes,No,3.8,108,Koramangala 6th Block,Quick Bites,"Burgers, Mojito, Bbq Burger, Peri Peri Fries, Grilled Burger","Cafe, Burger, Fast Food",400,Delivery
35169,Stuffd,Yes,No,3.8,33,Old Airport Road,"Takeaway, Delivery","Gol Gappe, Noodles, Lassi, Chocolate Milkshake","Continental, North Indian",500,Delivery
35170,Grubhouse,Yes,No,4.1,337,Indiranagar,"Casual Dining, Cafe","Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade","Cafe, Continental",800,Delivery
35177,All Aromas,Yes,No,3.4,6,Jayanagar,Quick Bites,NA,"North Indian, Biryani",400,Delivery
35179,Burger Lounge,Yes,No,3.5,76,Koramangala 5th Block,Quick Bites,"Burgers, Zinger Burger","Burger, Fast Food, Beverages",600,Delivery
35185,C Kosila Kitchen,Yes,No,3.1,8,Ejipura,Quick Bites,NA,North Indian,300,Delivery
35194,Rahhams,Yes,No,2.8,414,Old Airport Road,Casual Dining,"Mutton Biryani, Pahari Chicken, Chicken Biryani, Mutton Chops, Mutton Roganjosh, Shawarma, Raita","Mughlai, North Indian, Chinese",700,Delivery
35195,The Ganache Factory,Yes,No,4.1,43,Domlur,"Dessert Parlor, Bakery","Cheesecake, Key Lime Pie","Desserts, Bakery",400,Delivery
35201,Tandoor Merchant,Yes,No,3.4,25,BTM,"Takeaway, Delivery",NA,"North Indian, Chinese, Fast Food",500,Delivery
35203,Kolkata Rolls & Hot Dum Biriyani On Dial,Yes,No,3.5,22,Indiranagar,Quick Bites,NA,"Fast Food, Rolls",400,Delivery
35205,Foreign Caf,Yes,No,3.8,44,Koramangala 7th Block,Delivery,NA,Continental,500,NA
35211,Golden China,Yes,No,3.6,23,Koramangala 1st Block,Quick Bites,NA,Chinese,300,Delivery
35215,Vintage Shack,Yes,Yes,3.9,163,HSR,"Casual Dining, Lounge","Panna Cotta, Murgh Makhani, Pasta, Lemonade, Chicken Biryani, Kulcha, Naan","North Indian, Continental",900,Delivery
35217,Mid Night Hunting,Yes,No,3.7,127,Ejipura,"Takeaway, Delivery","Burgers, Chicken Burger, Pasta, Chicken Pizza","Fast Food, Italian",300,NA
35220,Chilld Monk,Yes,No,3.5,9,BTM,Dessert Parlor,NA,"Desserts, Ice Cream",250,Delivery
35221,Fillers,Yes,No,3.9,140,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300,Delivery
35247,Sulemani Chichas,Yes,No,4.1,363,Koramangala 5th Block,"Takeaway, Delivery","Hyderabadi Biryani, Chicken Biryani, Mutton Paya, Mutton Biryani, Vegetable Biryani, Khichda, Tandoori Chicken","Biryani, Hyderabadi, Kebab",400,Delivery
35250,Magnolia,Yes,Yes,4.1,675,Koramangala 3rd Block,Casual Dining,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup","Chinese, Thai, Asian",900,Delivery
35271,Anika's India Kitchen,Yes,No,3.3,6,HSR,Delivery,NA,"Biryani, North Indian",250,Delivery
35274,Chai Galli,Yes,No,4.3,480,Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie","Cafe, Tea, Street Food",450,Delivery
35291,On The Nose,Yes,No,3.8,616,BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600,Delivery
35292,Karachi Bakery,Yes,No,3.4,6,Koramangala 5th Block,Bakery,NA,"Bakery, Desserts",400,Delivery
35295,Baskin Robbins,Yes,No,3.7,42,HSR,Dessert Parlor,NA,"Ice Cream, Desserts",250,Delivery
35300,Juicy Momos,Yes,No,3.5,69,Koramangala 5th Block,Quick Bites,"Veg Momos, Burgers, Chocolate Momos, Momo Burger, Whole Meat Shawarma, Paneer Momos","Tibetan, Momos",250,Delivery
35303,Cafe D'hide,Yes,Yes,4.2,875,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600,Delivery
35308,Budget Food,No,Yes,3.5,43,Old Airport Road,Casual Dining,NA,"North Indian, Biryani",700,Delivery
35311,Aubree Le Chocolatier,Yes,No,3.6,19,Koramangala 6th Block,Dessert Parlor,NA,Desserts,300,Delivery
35313,Milk N Shakes,Yes,No,3.7,47,Koramangala 8th Block,Beverage Shop,NA,Beverages,300,Delivery
35321,Maria's Goan Kitchen,Yes,No,3.9,395,Koramangala 7th Block,Casual Dining,"Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry","Goan, Chinese, Biryani",750,Delivery
35323,The Marash,Yes,No,4.3,68,Koramangala 5th Block,Dessert Parlor,"Turkish Ice Cream, Baklava, Chocolate Icecreams","Turkish, Desserts",250,Delivery
35325,Chetty's Corner,Yes,No,3.8,34,Koramangala 7th Block,Quick Bites,NA,"Fast Food, Pizza, Sandwich",250,Delivery
35339,Ammus Hot N Cool,Yes,No,3.4,84,BTM,Quick Bites,NA,"North Indian, Fast Food, Kebab, Rolls, Beverages",300,Delivery
35347,Terra Bites,Yes,No,4,66,Koramangala 4th Block,"Cafe, Casual Dining","Spaghetti, Hot Chocolate, Coffee, Tea","Cafe, Italian, Continental",700,Delivery
35350,Ruh's Cafe,Yes,No,4.1,465,BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500,NA
35360,Wow Vada Pav,Yes,No,3.6,27,Indiranagar,Quick Bites,NA,"Street Food, American",250,Delivery
35366,Shake The Shake,Yes,No,0,0,Ejipura,Quick Bites,NA,Juices,200,Delivery
35369,Wats Ur Scoop?,Yes,No,4,56,Indiranagar,Dessert Parlor,NA,"Desserts, Ice Cream",300,Delivery
35370,Sri Ganesha Fruit Juice Centre,Yes,No,3.2,18,Domlur,Beverage Shop,NA,"Juices, Beverages",100,Delivery
35372,Bawarchi Inn,Yes,No,3.1,140,BTM,Casual Dining,"Dum Biryani, Chicken Biryani, Rice, Roti, Mutton Biryani","North Indian, Biryani, Andhra, Chinese",600,Delivery
35374,Cafe Terra,Yes,No,4.1,779,Koramangala 1st Block,Cafe,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers","Cafe, Continental",700,Delivery
35377,Desi Bytes,Yes,No,3.1,97,Old Airport Road,Quick Bites,"Biryani, Murgh Lababdar, Thali","North Indian, Chinese",450,Delivery
35378,Chefie,Yes,No,3.5,16,BTM,"Takeaway, Delivery",NA,"Continental, Fast Food, Italian, North Indian",200,Delivery
35381,Begin with us....Tea Time Cafe,Yes,No,3.9,37,Koramangala 7th Block,Beverage Shop,NA,"Beverages, Tea",300,Delivery
35388,Snack Knack,Yes,No,3,37,BTM,Quick Bites,NA,"North Indian, Chinese",200,Delivery
35403,Big Mummy,Yes,No,3.9,214,Indiranagar,Quick Bites,"Burgers, Raita, Fries, Chicken Noodle, Bbq Burger, Poha, Sandwiches","Fast Food, Biryani",400,Delivery
35432,DVG Benne Dosa,Yes,No,4.1,28,Domlur,Quick Bites,NA,South Indian,150,Delivery
35441,Tandoor Garden,Yes,No,3.6,71,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350,Delivery
35444,Cafe Medley,Yes,No,4.2,1065,Koramangala 5th Block,Cafe,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza","Cafe, Continental, Burger",800,Delivery
35452,Kevins Kitchen,Yes,No,3.7,103,Koramangala 6th Block,Quick Bites,"Egg Noodles, Biryani","North Indian, Chinese, Biryani",400,Delivery
35465,iSpice Resto Cafe,Yes,No,3.7,31,Indiranagar,Quick Bites,NA,"North Indian, Chinese, Fast Food",500,Delivery
35480,Xpress Chai,Yes,No,3.3,6,BTM,"Beverage Shop, Quick Bites",NA,Tea,150,Delivery
35483,Kettle & Kegs,Yes,No,0,0,Koramangala 1st Block,Delivery,NA,"Tea, Beverages",200,Delivery
35486,Sector 7 Caf,Yes,No,4.3,1105,HSR,Cafe,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte","Cafe, Continental, Pizza, Salad",700,NA
35488,Litti Twist,Yes,No,4.2,106,Hosur Road,Quick Bites,"Paratha, Liti Chokha, Buttermilk, Tea, Aloo Litti, Raita","Bihari, North Indian",300,Delivery
35494,Uday Sweets,Yes,No,3.5,34,Koramangala 6th Block,Sweet Shop,"Jalebi, Poha, Puri Sabzi","Mithai, Fast Food",250,Delivery
35499,Little Orissa Restaurant,Yes,No,3.9,349,Indiranagar,Casual Dining,"Rasgulla, Mutton Kosha, Fish, Chicken Curry, Egg Tadka, Prawn Curry, Dahi Baigan","Oriya, North Indian, Bengali, Chinese",450,Delivery
35518,Ramji Chaiwale,Yes,No,3.9,122,Old Airport Road,Quick Bites,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai","Beverages, Fast Food",250,Delivery
35522,Jai Jinendra,No,No,4,99,Koramangala 6th Block,Quick Bites,"Dhokla, Raj Kachori, Panipuri, Jalebi, Pyaz Kachori","Street Food, Beverages",200,Delivery
35527,Night Spoon,Yes,No,2.6,54,BTM,Delivery,Biryani,"Biryani, Chinese, North Indian",600,NA
35534,Chakh Le india,Yes,No,3.2,7,Bommanahalli,Quick Bites,NA,"North Indian, Chinese",250,Delivery
35536,Juice Junction,Yes,No,3.9,70,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150,Delivery
35538,Entropy Cafe,Yes,No,4.1,507,Koramangala 6th Block,Cafe,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers","Cafe, Chinese, Pizza, North Indian, Burger",600,Delivery
35543,Mummy's Kitchen,Yes,No,3.7,16,Old Airport Road,Quick Bites,NA,"North Indian, Biryani, Chinese",300,Delivery
35544,Hotel Hyperdine,Yes,No,2.5,66,Indiranagar,Quick Bites,NA,"North Indian, Chinese, Arabian",350,NA
35546,Bhagini Icon Boutique Hotel,Yes,No,3.1,6,Indiranagar,Casual Dining,NA,"South Indian, North Indian, Continental",600,Delivery
35550,Sangam Sweets,Yes,No,3.8,75,Koramangala 3rd Block,Sweet Shop,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri","Mithai, Street Food",200,Delivery
35551,SnacksJoint,Yes,No,3.7,52,Old Airport Road,Quick Bites,NA,Fast Food,150,Delivery
35556,Intriicake,Yes,No,3.8,34,HSR,"Quick Bites, Bakery",Cup Cake,"Bakery, Desserts, Italian, North Indian, Fast Food",350,NA
35561,Cane Crussh,Yes,No,0,0,BTM,Beverage Shop,NA,Juices,100,Delivery
35564,Fatso's,Yes,No,3.8,74,Brigade Road,Cafe,"Sandwich, Garlic Bread, Brownie, Potato Wedges, French Fries","Cafe, American, Italian, Burger",650,Delivery
35565,Midnight Hunger Solutions 24/7,Yes,No,2.1,253,Indiranagar,Delivery,"Mutton Biryani, Chilli Paneer, Chicken Biryani","North Indian, Mughlai, Chinese",500,NA
35581,Happy Plate,No,No,3.6,54,Koramangala 6th Block,Quick Bites,"Chole Bhature, Omelette","North Indian, Chinese, South Indian, Fast Food",400,Delivery
35584,Nightfork,No,No,3.7,125,Koramangala 6th Block,Delivery,"Noodles, Biryani, Peri Peri Pasta, Laccha Paratha","Chinese, Biryani, Pizza, Italian, North Indian",500,NA
35596,Ande Ka Funda,No,No,3.1,41,Koramangala 6th Block,Quick Bites,NA,"North Indian, Chinese, Rolls",250,Delivery
35611,Gourmet Food Truck,Yes,No,3.8,18,South Bangalore,Food Truck,NA,Chinese,200,Delivery
35617,Just Bake,Yes,No,0,0,Koramangala 5th Block,Bakery,"Coffee, Cup Cake","Bakery, Desserts",400,Delivery
35619,Brewz Coffee,Yes,No,3.4,10,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Delivery
35622,Tongue Twisters,Yes,No,0,0,BTM,Quick Bites,"Veg Thali, Fish Thali","Bengali, North Indian, Oriya",350,Delivery
35626,Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,Quick Bites,Thali,North Indian,150,Delivery
35647,Malabar Xpress,Yes,No,3.2,4,Koramangala 5th Block,Quick Bites,NA,"South Indian, Kerala",300,Delivery
35651,Nutri Fit,No,No,0,0,Koramangala 6th Block,"Takeaway, Delivery",NA,Healthy Food,300,Delivery
35672,Rudra Tiffin Service,No,No,3.3,4,Domlur,"Takeaway, Delivery",NA,North Indian,250,Delivery
35684,KrumbKraft,No,No,3.5,6,Domlur,Bakery,NA,"Bakery, European",300,Delivery
35689,Rveur Chocolates,No,No,3.7,13,Koramangala 4th Block,Dessert Parlor,NA,Desserts,400,Delivery
35690,Fudgy Love Designer Cakes,No,No,3.7,20,Domlur,"Bakery, Dessert Parlor",NA,"Bakery, Desserts",600,Delivery
35691,Cafe Velvette,No,No,3.5,11,Domlur,"Cafe, Dessert Parlor",NA,"Cafe, American, Italian, Continental",400,Delivery
35704,Kulfi & More,Yes,No,3.7,47,BTM,Dessert Parlor,"Faluda, Rabri, Malai Kulfi","Ice Cream, Beverages",200,NA
35714,Delices,Yes,No,3.1,6,Ulsoor,Bakery,NA,"Bakery, Desserts",400,Delivery
35715,Cinnamon's Kitchen,Yes,No,3.7,25,Old Airport Road,Quick Bites,NA,"North Indian, South Indian, Fast Food",300,Delivery
35718,Mayo N Burger,Yes,No,3.2,4,Indiranagar,Quick Bites,NA,American,250,Delivery
35720,Miss Momo,Yes,No,3.2,11,BTM,Quick Bites,NA,"Tibetan, Momos",250,Delivery
35757,Juice Fresco,No,No,3.4,7,Koramangala 4th Block,Beverage Shop,NA,Beverages,150,Delivery
35760,Tella Tales,Yes,No,4.2,414,Koramangala 5th Block,Cafe,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries","Cafe, Desserts, Beverages",700,NA
35780,Dice N Dine,Yes,Yes,4.3,1808,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta","Continental, Cafe, Italian, Fast Food, Steak",900,NA
35790,Nagarjuna,No,No,4.3,2306,Koramangala 5th Block,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani","Andhra, North Indian, Biryani",800,NA
35801,Pot-O-Noodles,No,Yes,4.3,166,Koramangala 4th Block,Casual Dining,"Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Gyoza, Steamed Rice","Chinese, Asian, Japanese",800,Delivery
35802,Stoked!,No,No,4.3,295,Koramangala 4th Block,Cafe,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles","Cafe, Italian, Pizza",850,Delivery
35803,Nandhana Palace,No,Yes,4.1,819,Koramangala 4th Block,"Casual Dining, Bar","Supreme Chicken Biryani, Chicken Curry, Curd Rice, Chilli Chicken, Veg Thali, Lime Soda, Mutton Bone Soup","Andhra, Biryani, North Indian, Chinese",800,Delivery
35808,Wild Thyme Restaurant,No,No,4.4,44,Koramangala 5th Block,Casual Dining,NA,"Chinese, Continental, North Indian, Italian, Seafood",800,Delivery
35812,Thottathil Restaurant,No,No,3.8,70,BTM,Quick Bites,NA,"Kerala, South Indian, Biryani",300,Delivery
35814,Baba Da Dhaba,No,Yes,4.1,453,Koramangala 7th Block,Casual Dining,"Dal Makhani, Phirni, Kheer, Chicken Butter Masala, Murgh Lababdar, Chicken Tikka, Paneer Tikka",North Indian,650,Delivery
35828,Nanna Munna Paratha House,No,No,3.6,20,BTM,Quick Bites,NA,North Indian,300,Delivery
35834,Tandoori Club,Yes,No,3.5,6,Domlur,Delivery,NA,"North Indian, Chinese, Biryani",400,Delivery
35835,BOX8- Desi Meals,Yes,No,3.8,4,Indiranagar,"Takeaway, Delivery",NA,"North Indian, Mughlai, Fast Food",500,Delivery
35836,Chocolat Boulangerie Patisserie,No,No,4.1,445,Koramangala 4th Block,Dessert Parlor,"Cheesecake, Tikka, Chocolate Donut, Lemon Tarts, Chocolate Eclairs, Brownie, Macaroon","Bakery, Continental, Sandwich, Beverages, Desserts",400,Delivery
35837,Garage Food Company,Yes,No,0,0,Koramangala 1st Block,Quick Bites,NA,"Chinese, Momos",400,Delivery
35842,Avon Bar & Kitchen,No,No,3.8,106,BTM,Casual Dining,NA,"Andhra, Chinese, North Indian",700,Delivery
35847,Mast Kalandar,No,No,2.5,547,Koramangala 4th Block,Casual Dining,"Rajma Chawal, Khichda, Gulab Jamun, Paratha, Dal Makhani, Lassi, Paneer Tikka",North Indian,450,Delivery
35861,Daily Bread,No,No,2.8,53,Koramangala 4th Block,"Bakery, Quick Bites","Sandwiches, Sandwich, Coffee","Bakery, Fast Food, Italian",600,Delivery
35864,Al-Hyatt,No,No,0,0,Ejipura,Quick Bites,NA,"Biryani, Chinese",300,Delivery
35865,Sugary Bakers - A Boutique Bakery,No,No,0,0,Koramangala 3rd Block,Bakery,NA,"Bakery, Desserts",200,Delivery
35866,Sapfresh,No,No,0,0,Koramangala 4th Block,Delivery,NA,Beverages,150,Delivery
35867,Ammayi Thakkaram,No,No,0,0,BTM,Quick Bites,NA,"Kerala, South Indian",400,Delivery
35868,Kombo King,No,No,0,0,Koramangala 4th Block,Delivery,NA,"North Indian, South Indian",300,Delivery
35869,Hit And Run,No,No,0,0,Koramangala 4th Block,Delivery,NA,"Chinese, Tibetan",300,Delivery
35870,Chalo Delhi Darbaar,No,No,0,0,Ejipura,Quick Bites,NA,"North Indian, Mughlai, Chinese",400,Delivery
35871,Amma's Special,No,No,0,0,Koramangala 1st Block,Quick Bites,NA,South Indian,400,Delivery
35872,Hotel Atithi North Karnataka Mess,No,No,0,0,Koramangala 1st Block,Mess,NA,South Indian,150,Delivery
35873,Juicy Juice,No,No,0,0,Ejipura,Beverage Shop,NA,"Beverages, Ice Cream",100,Delivery
35874,Yaduvanshi Hotel,No,No,0,0,BTM,Quick Bites,NA,"Bihari, Chinese",300,Delivery
35875,Holige Mane,No,No,0,0,BTM,Quick Bites,NA,South Indian,150,Delivery
35876,Apsara Ice Cream,No,No,4.2,171,Koramangala 5th Block,Dessert Parlor,"Panipuri, Blueberry Cheesecake",Ice Cream,200,Delivery
35878,Pai's Kitchen,Yes,No,3.4,13,Koramangala 2nd Block,Quick Bites,NA,South Indian,200,Delivery
35879,Spoorthi Ice Cream,No,No,0,0,BTM,Dessert Parlor,NA,"Desserts, Ice Cream",150,Delivery
35880,Desi Tadka,No,No,0,0,Ejipura,Quick Bites,NA,North Indian,200,Delivery
35881,Maruti Garden,No,No,0,0,BTM,Quick Bites,NA,"North Indian, Kerala",500,Delivery
35882,Aisha Tharavad,No,No,0,0,Ejipura,Quick Bites,NA,"South Indian, Kerala",400,Delivery
35883,Guntur's Vandanam Food Zone,No,No,0,0,Koramangala 1st Block,Quick Bites,NA,"Andhra, Chinese, North Indian",300,Delivery
35884,Virgins,No,No,0,0,Ejipura,Quick Bites,NA,Fast Food,150,Delivery
35886,Oveanly,No,No,0,0,BTM,Bakery,NA,Bakery,200,Delivery
35887,Coffee Time,No,No,0,0,BTM,"Takeaway, Delivery",NA,"Sandwich, Juices, Burger",150,Delivery
35888,D-Ra's Delicacy,No,No,0,0,Koramangala 7th Block,Delivery,NA,"Chinese, Bakery",400,Delivery
35889,"When Hunger Strikes, Batman Delivers!",No,No,0,0,HSR,Delivery,NA,Fast Food,400,Delivery
35890,Oolala,No,No,0,0,Koramangala 1st Block,"Takeaway, Delivery",NA,"Bakery, Desserts",600,Delivery
35891,Foodzoo,No,No,0,0,Koramangala,Delivery,NA,"Fast Food, Burger",450,Delivery
35893,Bhaiyajees,No,No,0,0,Koramangala 8th Block,"Takeaway, Delivery",NA,"North Indian, South Indian",300,Delivery
35894,Ayush Reddy Tiffins & Fast Food Center,No,No,0,0,BTM,Quick Bites,NA,"South Indian, Fast Food, Chinese",300,Delivery
35895,RK Fast Food,No,No,0,0,BTM,Quick Bites,NA,"South Indian, Chinese",300,Delivery
35896,The Nourished Kitchen,No,No,0,0,BTM,Delivery,NA,"Asian, Continental, Healthy Food",400,Delivery
35897,FNC Seafood,No,No,0,0,Koramangala 5th Block,Quick Bites,NA,"Seafood, Fast Food",400,Delivery
35898,Desi Curry,No,No,0,0,HSR,Delivery,NA,North Indian,450,Delivery
35899,Paradise Food Court,No,No,0,0,BTM,Quick Bites,NA,"North Indian, Chinese",400,Delivery
35900,Blends Juice Cafe,No,No,0,0,BTM,Quick Bites,NA,"Beverages, Desserts",200,Delivery
35901,Rahar Momo & Cane,No,No,0,0,Marathahalli,Quick Bites,NA,Fast Food,200,Delivery
35903,Ginger restaurant,No,No,0,0,Koramangala 3rd Block,Quick Bites,NA,"Continental, Chinese, North Indian",400,Delivery
35904,Darjeeling Hot Momos,No,No,0,0,Koramangala 5th Block,Quick Bites,NA,"Momos, Fast Food",300,Delivery
35905,Sri Annapoorna Andhra Mess,No,No,0,0,Koramangala 5th Block,Mess,NA,Andhra,300,Delivery
35906,ThugLife Rolls,No,No,0,0,Hosur Road,Quick Bites,NA,Rolls,200,Delivery
35907,Chai Makhan,No,No,0,0,BTM,Quick Bites,NA,"North Indian, Chinese, South Indian",300,Delivery
35908,Surabhi Restaurant,No,No,0,0,Hosur Road,Casual Dining,NA,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",400,Delivery
35909,Moonlights Kitchens,No,No,0,0,Koramangala 1st Block,Delivery,NA,"North Indian, Chinese",400,Delivery
35910,Smack Cafe,Yes,No,3.3,4,Koramangala 1st Block,Cafe,NA,Cafe,400,Delivery
35911,Kshera Sagar,No,No,3.3,4,Koramangala 8th Block,Quick Bites,NA,"South Indian, North Indian",350,Delivery
35913,Star Bowl,Yes,No,3.7,27,HSR,Delivery,NA,"North Indian, Chinese, Rolls",700,Delivery
35915,Deepam Tiffins,No,No,0,0,BTM,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Delivery
35917,Delhi Home Food,No,No,3.3,6,Koramangala 1st Block,Quick Bites,NA,"North Indian, South Indian",200,Delivery
35924,Food Junction,No,No,3.6,44,BTM,Quick Bites,Paratha,"North Indian, Chinese, Street Food, Biryani",400,Delivery
35925,Hotel Orchid,No,No,0,0,BTM,Casual Dining,NA,"North Indian, South Indian, Chinese, Kerala",500,Delivery
35926,Game Of Pizzas,No,No,3.7,16,Koramangala 4th Block,Delivery,NA,Italian,500,Delivery
35927,Neer Dosa Fish Land,No,No,3.6,39,BTM,Casual Dining,NA,"Seafood, Mangalorean",600,Delivery
35928,Hunger Meals,No,No,3.8,31,Koramangala 4th Block,Delivery,Chicken Curry,"South Indian, North Indian, Biryani",400,Delivery
35929,Dash In,No,No,3.1,53,BTM,Casual Dining,"Butter Chicken, Noodles","North Indian, Chinese, Kerala",600,Delivery
35932,De Street Cafe,No,No,3.6,61,BTM,Cafe,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",Cafe,500,Delivery
35936,Martino's,No,No,3.6,30,Koramangala 1st Block,Quick Bites,NA,"Italian, Pizza",350,Delivery
35967,Zaiqa,No,No,3.4,8,Richmond Road,Quick Bites,NA,"North Indian, Chinese",350,Delivery
36010,Aaharam,No,No,4,65,Koramangala 1st Block,Quick Bites,"Chicken Noodle, Noodles, Paneer Lababdar, Paratha","Chinese, North Indian",350,Delivery
36030,Midnight Pizza Slurpp,No,No,3.7,99,Koramangala 4th Block,Delivery,"Pizza, Pasta","Italian, Pizza",700,Delivery
36034,Night Panda,No,No,3.8,196,Koramangala 1st Block,Delivery,"Noodles, Chicken Drumsticks, Maggi, Veg Grilled Sandwich, Brownie","Fast Food, Chinese, North Indian, American",500,Delivery
36036,Hotel Feast Ambur Biriyani,Yes,No,3.4,257,Koramangala 1st Block,Quick Bites,"Chicken Biryani, Chicken Kebab","Biryani, Kebab",250,Delivery
36050,Red Bawarchi,Yes,No,3,21,BTM,Delivery,NA,"Biryani, Chinese, North Indian",600,Delivery
36078,Aata's Kitchen,Yes,No,3.3,8,Koramangala 1st Block,Quick Bites,NA,"South Indian, North Indian",250,Delivery
36083,Chinese Fire Dragon,Yes,No,3.4,25,Domlur,Casual Dining,NA,"Chinese, North Indian, Momos",550,Delivery
36093,IceBreakers,Yes,No,3.6,7,HSR,Dessert Parlor,NA,"Desserts, Ice Cream",500,Delivery
36095,Vinny's,Yes,No,4.1,366,Domlur,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Garlic Bread, Salsa, Raspberry Mojito","Burger, Desserts, Italian, Pizza, Salad",600,Delivery
36104,IceBreakers,No,No,4.5,494,Koramangala 6th Block,Dessert Parlor,"Ice Cream Roll, Waffles, Pizza, Nitrogen Ice Cream, Rolls, Brownie Fudge, Popcorn","Desserts, Ice Cream",500,Desserts
36105,Aubree Le Chocolatier,Yes,No,3.6,19,Koramangala 6th Block,Dessert Parlor,NA,Desserts,300,Desserts
36111,Uday Sweets,Yes,No,3.5,34,Koramangala 6th Block,Sweet Shop,"Jalebi, Poha, Puri Sabzi","Mithai, Fast Food",250,Desserts
36112,Krispy Kreme,Yes,No,3.4,10,Koramangala 6th Block,Dessert Parlor,NA,"Desserts, Beverages",300,Desserts
36118,Baskin Robbins,No,No,3,66,Koramangala 6th Block,Dessert Parlor,"Mississippi Mud, Brownie","Ice Cream, Desserts",250,NA
36120,Kurtoskalacs,No,No,4.6,272,Koramangala 5th Block,"Dessert Parlor, Quick Bites","Hazelnut Cappuccino, Pancakes, Nutella Shake, Chocolate Icecreams, Butter Chicken, Vanilla Ice Cream, Hibiscus Tea","Desserts, Fast Food",400,NA
36130,XO Belgian Waffle,Yes,No,4.6,834,Koramangala 5th Block,Dessert Parlor,"Hot Chocolate, Chocolate Overload, Belgian Waffles, Nutella Waffle, Thick Shakes, Caramel Coffee, Vanilla Ice Cream","Desserts, Beverages",400,NA
36132,Stoner,Yes,No,4.5,2621,Koramangala 5th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Desserts
36135,Lot Like Crepes,Yes,No,4.6,1026,Koramangala 7th Block,"Cafe, Dessert Parlor","Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Cafe, Desserts, Continental",550,NA
